molecule_chembl_id,canonical_smiles,standard_value,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL2372676,CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,1262000.0,525.5900000000003,3.9995200000000013,3.0,6.0
CHEMBL2372724,CC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,44000.0,561.4610000000001,5.663120000000004,2.0,5.0
CHEMBL20240,CC(=N)N1CCC(Oc2ccc(N(Cc3ccc4ccc(C(=N)N)cc4c3)S(=O)(=O)CC(=O)O)cc2)CC1,7.7,627.8560000000004,2.9437000000000033,6.0,7.0
CHEMBL2372680,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CCNC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,3542000.0,538.6270000000004,-1.177229999999994,5.0,8.0
CHEMBL2372659,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1cc(O)ccc1O)C(C)C)[C@@H](C)CC)C(=O)O,2576000.0,550.6440000000002,4.250420000000002,3.0,7.0
CHEMBL2372658,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,2873000.0,402.4990000000001,-0.6585299999999954,5.0,5.0
CHEMBL2372669,CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,821000.0,495.0240000000004,1.1273700000000006,5.0,6.0
CHEMBL2372695,CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,46000.0,498.56400000000025,4.606220000000004,3.0,6.0
CHEMBL289734,CCC(NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(C)CC)C(=O)O,49000.0,547.6970000000001,0.37170000000000714,5.0,8.0
CHEMBL2372746,CC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,26000.0,613.8690000000006,4.409200000000003,5.0,7.0
CHEMBL2372726,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)O)[C@@H](C)O,17000.0,594.757,1.979100000000002,5.0,6.0
CHEMBL2372651,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,2206000.0,482.5650000000002,4.9006200000000035,2.0,5.0
CHEMBL2372670,CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC(C)C)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,2776000.0,552.6600000000002,4.7875900000000025,3.0,6.0
CHEMBL2372653,CC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)[C@@H](C)CC)C(=O)O,446000.0,507.5750000000003,4.772300000000003,2.0,6.0
CHEMBL2372686,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,13000.0,524.6620000000003,1.8842000000000017,4.0,6.0
CHEMBL44752,COC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc(C)cc1,89000.0,561.6450000000002,3.54802,3.0,7.0
CHEMBL609990,O=C([O-])C1O[C@@H](O[C@H]2C(O)C(NS(=O)(=O)[O-])[C@@H](O)O[C@H]2COS(=O)(=O)[O-])C(NS(=O)(=O)[O-])[C@@H](O)[C@@H]1O[C@@H]1OC(COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](O)C(O)C3NS(=O)(=O)[O-])C(O)C2O)[C@H](OS(=O)(=O)[O-])C1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],130.0,512.5910000000002,4.909220000000002,2.0,6.0
CHEMBL80844,C[C@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,30000.0,512.5910000000002,4.392920000000003,3.0,6.0
CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,250000.0,540.6010000000002,4.687220000000003,2.0,7.0
CHEMBL1909451,CO[C@H]1O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O[C@@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@@H](C(=O)[O-])[C@@H](O[C@H]5O[C@@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5NS(=O)(=O)[O-])[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OS(=O)(=O)[O-])[C@@H](OC)[C@@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],110.0,500.7090000000003,3.7326000000000015,4.0,6.0
CHEMBL311067,C[C@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)NC(CCCN=C(N)N)P(=O)(Oc1ccccc1)Oc1ccccc1,500.0,561.4610000000001,5.663120000000003,2.0,5.0
CHEMBL297423,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2CN)n1,11000.0,470.36000000000007,5.321970000000004,3.0,4.0
CHEMBL68169,COC(=O)C(O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1,30000.0,484.34300000000025,4.418200000000002,3.0,4.0
CHEMBL306644,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN=C(N)N,1410.0,518.1020000000005,3.0110700000000015,4.0,5.0
CHEMBL85282,CCOC(=O)[C@]1(NS(=O)(=O)Cc2ccccc2)CCCN(CC(=O)N[C@H]2CCCN(C(=N)N)[C@@H]2O)C1=O,1.1,401.51100000000014,0.9085000000000023,3.0,4.0
CHEMBL3215729,Cl.Cl.Cn1c(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)ccc1C(=N)N,6.2,429.3070000000001,4.612400000000003,3.0,4.0
CHEMBL66746,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCN,330000.0,515.3970000000002,4.887900000000003,2.0,6.0
CHEMBL63163,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCN=C(N)N,154000.0,485.3710000000003,4.725200000000004,2.0,5.0
CHEMBL65897,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)Cc1ccccc1,2500.0,514.4380000000001,5.427600000000004,2.0,6.0
CHEMBL417058,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCN,57100.0,387.4840000000001,0.5184000000000023,3.0,4.0
CHEMBL293873,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccccc1,333000.0,538.6490000000002,2.1339000000000015,4.0,6.0
CHEMBL79467,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@@](N)(Cc3ccccc3)C2=O)[C@@H]1O,137.5,527.4560000000001,5.253770000000004,3.0,5.0
CHEMBL68124,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCN,80000.0,443.3340000000001,4.954600000000004,2.0,4.0
CHEMBL41982,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2F)n1,11000.0,486.4030000000001,4.544200000000003,3.0,5.0
CHEMBL44830,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,11000.0,497.38600000000014,4.284000000000002,3.0,6.0
CHEMBL279519,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,11000.0,458.3490000000001,4.459200000000002,3.0,5.0
CHEMBL42702,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(=O)O)n1,11000.0,555.462,5.668100000000005,2.0,6.0
CHEMBL304753,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCN)C(=O)N[C@H](CO)Cc1ccccc1,100000.0,457.3210000000001,3.876070000000002,5.0,4.0
CHEMBL431127,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2O)n1,11000.0,471.34800000000007,4.218270000000002,4.0,4.0
CHEMBL44859,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(N)=O)n1,11000.0,473.36000000000007,4.317100000000003,3.0,5.0
CHEMBL297616,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc(Br)ccc3c2)n1,11000.0,458.3690000000001,5.099200000000004,2.0,3.0
CHEMBL308232,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN=C(N)N)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)c1nccs1,120.0,457.36100000000016,5.344700000000004,2.0,4.0
CHEMBL421136,CCOC(=O)[C@]1(NS(=O)(=O)Cc2ccccc2)CCCN(CC(=O)N[C@H]2CCCN(C(=N)N)[C@H]2O)C1=O,64.4,514.0700000000004,2.3632700000000013,4.0,5.0
CHEMBL295297,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C2=NCCN2)n1,11000.0,538.6490000000002,2.1339000000000015,4.0,6.0
CHEMBL3084831,CCCCOC(=O)C(=O)C(NC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)Cc3ccccc3)CC(=O)N21)[C@H]1CC[C@H](N)CC1,0.1,487.3870000000001,4.971200000000004,2.0,5.0
CHEMBL82524,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@@](N)(Cc3ccccc3)C2=O)[C@H]1O,2.07,498.41400000000016,4.816100000000003,3.0,5.0
CHEMBL543817,Cl.Cn1cc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1C(=N)N,11.0,499.4020000000001,4.530000000000002,3.0,4.0
CHEMBL44753,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3cc(O)ccc3c2)n1,11000.0,483.3550000000003,5.015400000000003,2.0,4.0
CHEMBL63629,COC(=O)C(O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)CCCCCN,17600.0,538.6490000000002,2.1339000000000015,4.0,6.0
CHEMBL302141,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCN)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)c1nccs1,7500.0,415.28000000000003,4.351700000000002,3.0,4.0
CHEMBL67406,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCN=C(N)N,200000.0,485.37500000000017,4.269300000000002,3.0,4.0
CHEMBL47250,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3ccccc3c2)n1,11000.0,414.51000000000016,-0.18862999999999652,5.0,5.0
CHEMBL44764,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(=N)N)n1,11000.0,483.39900000000034,5.878900000000004,2.0,4.0
CHEMBL416820,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C(=N)N(C)C)n1,11000.0,511.4130000000002,4.803500000000003,3.0,6.0
CHEMBL297251,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2C#N)n1,11000.0,484.34300000000013,4.659970000000003,3.0,5.0
CHEMBL302565,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN,300000.0,525.4400000000002,5.007770000000003,3.0,5.0
CHEMBL295034,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2S(N)(=O)=O)n1,11000.0,414.51000000000016,-0.36112999999999656,5.0,5.0
CHEMBL435765,COc1ccc2cc(-n3nc(C)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)ccc2c1,11000.0,472.33200000000016,4.033700000000001,4.0,5.0
CHEMBL416097,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2CO)n1,11000.0,499.3980000000003,4.849700000000004,3.0,5.0
CHEMBL298259,COC(=O)c1cc2ccccc2cc1-n1nc(C)cc1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,11000.0,532.4310000000002,6.350370000000005,3.0,4.0
CHEMBL67412,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)c1nccs1,530000.0,497.38600000000014,4.2840000000000025,3.0,6.0
CHEMBL44897,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cc3ccccc3cc2Br)n1,11000.0,557.6480000000003,1.3767700000000052,6.0,7.0
CHEMBL176243,CC(=N)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,556.5860000000004,1.9995000000000005,4.0,6.0
CHEMBL369023,CN(C)C1=NCCN1Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,487.34300000000013,4.409400000000002,3.0,5.0
CHEMBL177109,CN(CCN(C)C(=N)N)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,456.33300000000014,4.979770000000003,4.0,4.0
CHEMBL175130,CN1CCN=C1N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,430.29500000000013,3.856300000000001,4.0,5.0
CHEMBL175122,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCNC2=O)cc1,11000.0,518.1020000000005,3.0110700000000015,4.0,5.0
CHEMBL544558,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(CC3=CCCCC3)C[C@H](OC)[C@H]12.Cl,170.0,469.3720000000003,5.488800000000004,2.0,4.0
CHEMBL102589,CC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,130.0,471.3880000000001,5.734800000000004,2.0,4.0
CHEMBL425858,CNCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,500.4300000000001,4.886400000000003,2.0,5.0
CHEMBL175125,CCOC(=O)CN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,484.4070000000002,5.633400000000004,2.0,3.0
CHEMBL368744,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCOCC2)cc1,11000.0,484.3870000000003,4.298200000000002,3.0,5.0
CHEMBL176757,CN(Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)C1=NCCS1,11000.0,497.38600000000014,4.413400000000002,3.0,6.0
CHEMBL415322,C[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,5100.0,478.35900000000015,5.228800000000003,2.0,3.0
CHEMBL105902,CC(C)(C)OC(=O)NC(C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc2ccccc12,85.0,403.4830000000002,0.10240000000000316,3.0,5.0
CHEMBL174791,CC(=N)N(C)CCN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,500.41100000000023,4.994400000000003,3.0,5.0
CHEMBL369086,CN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,456.97400000000016,2.1358699999999997,4.0,4.0
CHEMBL175014,CNCCN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,498.41400000000016,4.640400000000003,2.0,5.0
CHEMBL368494,CNC1=NCCN1Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,498.3700000000002,4.711000000000004,2.0,6.0
CHEMBL176671,CN(C)NCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,526.4240000000001,4.590300000000002,3.0,5.0
CHEMBL366647,CCOC(=O)C1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,11000.0,483.3590000000002,4.232970000000003,4.0,4.0
CHEMBL177444,N=C(N)NCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,387.4840000000001,0.5184000000000023,3.0,4.0
CHEMBL174558,CN(Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)C(=N)N,11000.0,510.64200000000017,-0.6690299999999954,5.0,7.0
CHEMBL176856,CN(CCO)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,538.6270000000005,-1.1788299999999947,5.0,8.0
CHEMBL174499,C[N+](C)(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,466.56400000000014,-0.9560299999999946,5.0,6.0
CHEMBL369177,CCN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,2095.223000000001,-58.90980000000009,0.0,63.0
CHEMBL553531,C[C@]1(O)CC[C@@H]2CCC(C(=O)NCc3ccc(C(=N)N)cc3)N2C1=O.Cl,270.0,1963.1510000000014,-54.75920000000008,0.0,59.0
CHEMBL542435,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12.Cl,210.0,2095.223000000001,-58.90980000000009,0.0,63.0
CHEMBL318518,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccc2ccccc2c1,18.0,1977.1780000000015,-54.370700000000085,0.0,59.0
CHEMBL176451,COCCN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,510.63600000000037,0.034170000000005585,5.0,7.0
CHEMBL367340,NC1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,11000.0,506.6290000000003,-0.22372999999999466,4.0,6.0
CHEMBL435741,C/N=C(/NC)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,480.5910000000002,-0.5659299999999949,5.0,6.0
CHEMBL175329,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCCC2=O)cc1,11000.0,520.6560000000003,0.166370000000005,4.0,6.0
CHEMBL320028,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc2ccccc12,23.0,2095.223000000001,-58.90980000000009,0.0,63.0
CHEMBL174968,NCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,494.63600000000025,3.6827000000000023,1.0,4.0
CHEMBL369681,C/N=C(/N)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,531.6820000000002,5.068400000000005,1.0,5.0
CHEMBL105177,N=C(N)NCCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H]1NCCc2ccccc21,19.0,496.63400000000024,0.5251700000000035,5.0,7.0
CHEMBL368614,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCCCC2)cc1,11000.0,505.6010000000003,-0.6979299999999964,6.0,7.0
CHEMBL174731,NC1=NCCCCN1Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,552.6570000000002,1.2267700000000012,5.0,7.0
CHEMBL367953,N=C1OCCN1Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,300.35799999999995,2.0882,1.0,3.0
CHEMBL176210,CC(=N)N1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,11000.0,301.342,2.515200000000001,0.0,4.0
CHEMBL102552,N=C(N)NCCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1Cc2ccccc2CN1,25.0,239.27099999999996,1.3349,0.0,4.0
CHEMBL368914,CC(=O)NNCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,558.5830000000002,0.7299700000000009,5.0,7.0
CHEMBL174740,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCC(O)CC2)cc1,11000.0,466.56400000000014,-1.110529999999994,5.0,6.0
CHEMBL368126,CN(Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)C(=N)c1ccccc1,11000.0,301.342,2.515200000000001,0.0,4.0
CHEMBL355807,CN(Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)C1=NCCN1,11000.0,504.6130000000003,0.18757000000000312,5.0,7.0
CHEMBL1160757,C=C(C)C[C@]1(N)C[C@H](OC)[C@@H]2[C@H](CC)CC(C(=O)NCc3ccc(C(=N)N)cc3)N2C1=O.O=C(O)/C=C/C(=O)O,380.0,564.6830000000003,4.4074000000000035,1.0,7.0
CHEMBL419543,CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc(C(F)(F)F)c1,27.0,378.4500000000001,1.7601999999999995,0.0,5.0
CHEMBL175142,CN(CC(=O)O)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,462.5320000000002,-0.4173299999999977,5.0,7.0
CHEMBL369015,CC(=N)NCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,454.53100000000023,0.3843700000000024,5.0,6.0
CHEMBL176736,NNCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,490.5860000000003,-0.20252999999999655,5.0,7.0
CHEMBL544792,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@@](N)(CC3=CCCCC3)C[C@H](OC)[C@H]12.Cl,7200.0,490.5810000000003,4.342700000000004,0.0,5.0
CHEMBL425859,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCCC2)cc1,11000.0,438.5290000000003,-0.49342999999999587,6.0,6.0
CHEMBL174870,CCN(CC)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,382.4200000000002,1.92977,4.0,5.0
CHEMBL172256,CN(C)CCN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,518.5700000000002,4.182970000000003,4.0,5.0
CHEMBL426416,C[N+]1(Cc2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CCCC1,11000.0,480.6500000000004,2.2083000000000004,4.0,7.0
CHEMBL175031,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCNCC2)cc1,11000.0,380.4480000000002,2.614270000000001,3.0,4.0
CHEMBL175033,NC1=NCCCN1Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,11000.0,364.4050000000001,2.0001700000000002,3.0,4.0
CHEMBL173832,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(C[n+]2ccccc2)cc1,11000.0,480.3550000000002,5.221970000000003,3.0,5.0
CHEMBL177607,CO[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,250.0,395.46300000000014,1.3757699999999997,3.0,5.0
CHEMBL368323,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCN=C2S)cc1,11000.0,500.58000000000015,4.043870000000003,4.0,5.0
CHEMBL544560,Cl.N=C(N)c1ccc(CNC(=O)C2CC[C@H]3CC[C@@](O)(Cc4ccccc4)C(=O)N23)cc1,20.0,479.4620000000001,4.933970000000003,3.0,5.0
CHEMBL176268,CN1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,11000.0,448.50500000000034,-0.5950799999999976,4.0,6.0
CHEMBL366358,CN(Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)C1=NCCO1,11000.0,530.6260000000005,1.9643699999999986,6.0,8.0
